age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
29,175,77,Scotland,75,75,74,72,54,73,65,77,72,51,55,76,85,85,92,71,92,53,49,12,10,8,9,9,48000.0
28,178,72,Ghana,75,75,71,68,64,72,64,78,62,37,61,75,84,84,78,73,76,70,71,9,7,8,10,9,48000.0
29,184,73,Italy,75,75,74,64,58,78,64,81,80,70,72,83,65,70,70,66,74,34,30,5,3,5,5,3,46000.0
29,177,65,Denmark,75,75,66,64,58,77,62,80,68,57,74,80,86,85,91,77,90,65,56,10,9,16,12,10,21000.0
31,185,85,Bosnia and Herzegovina,75,75,38,24,77,60,42,35,32,28,58,56,53,65,54,73,61,77,72,11,11,15,15,12,28000.0
31,186,82,Argentina,75,75,71,50,75,71,48,61,69,57,67,65,64,66,65,71,62,76,74,7,8,12,15,10,15000.0
28,193,90,Brazil,75,76,14,5,12,32,10,20,12,12,17,23,38,34,51,69,48,19,13,77,73,68,75,77,4000.0
28,189,86,Italy,75,75,69,32,66,69,34,71,64,37,62,72,73,76,63,74,61,76,74,8,9,5,7,11,29000.0
32,190,83,Argentina,75,75,40,28,77,68,21,44,51,40,60,65,45,48,48,76,46,78,75,12,12,13,14,12,33000.0
30,190,80,Panama,75,75,21,14,13,24,16,13,21,19,22,16,57,52,62,75,58,13,13,79,69,67,71,76,600.0
27,188,83,Brazil,75,78,34,22,73,64,15,50,20,18,54,57,48,54,46,75,31,76,74,13,10,9,9,11,41000.0
27,176,72,Italy,75,75,66,70,47,74,66,81,74,75,62,79,89,80,91,69,89,13,12,9,8,14,6,11,21000.0
29,174,74,Colombia,75,75,62,75,50,65,75,85,75,66,58,76,94,91,93,76,74,50,34,12,10,16,8,7,13000.0
27,182,73,Brazil,75,75,74,76,53,75,73,75,79,77,69,78,70,69,72,74,70,32,43,10,7,8,10,14,15000.0
35,172,68,Colombia,75,75,47,57,52,75,54,70,64,59,72,71,77,77,74,72,80,74,73,8,8,15,11,14,6000.0
27,170,62,Germany,75,75,68,67,46,74,69,82,77,70,72,79,84,66,91,75,89,61,58,15,11,6,14,16,13000.0
26,178,70,Norway,75,75,72,76,71,74,69,76,74,64,66,77,74,75,82,73,80,57,51,12,7,8,7,13,46000.0
30,183,81,Northern Ireland,75,75,66,71,63,76,59,73,57,50,70,74,73,75,73,75,69,76,71,13,7,11,13,7,63000.0
29,185,88,Cameroon,75,75,61,78,74,68,59,73,47,43,39,74,76,78,74,70,72,23,15,6,14,15,10,16,25000.0
28,189,87,Germany,75,78,14,18,14,38,14,16,12,14,41,23,55,54,51,72,43,11,13,80,68,75,72,79,61000.0
26,184,79,Germany,75,77,32,23,69,71,28,56,21,26,72,67,65,65,65,71,69,77,77,13,10,10,9,10,23000.0
29,177,69,France,75,75,76,67,66,77,61,76,70,44,71,75,77,70,74,74,75,68,69,9,15,14,8,12,53000.0
31,180,80,Peru,75,75,73,58,62,69,59,75,77,63,67,72,93,93,84,70,80,70,66,11,12,13,15,11,15000.0
30,183,78,Austria,75,75,73,73,69,76,65,72,74,74,76,74,62,64,68,73,67,69,69,15,10,16,13,6,1000.0
29,178,78,Costa Rica,75,75,73,75,65,77,68,79,72,69,70,75,82,81,85,70,68,40,42,8,15,14,15,14,26000.0
28,185,75,Republic of Ireland,75,77,32,43,76,71,50,55,36,29,69,68,62,65,60,75,66,76,75,15,10,9,8,6,26000.0
32,173,73,Paraguay,75,75,70,40,59,68,40,66,65,45,66,69,91,77,88,77,79,73,71,11,14,11,14,15,1000.0
33,169,69,Japan,75,75,69,65,41,72,69,81,85,65,68,80,84,73,90,74,92,39,31,11,12,11,15,8,10000.0
28,173,78,Tunisia,75,75,70,71,49,75,71,79,70,65,64,77,73,72,79,71,80,35,27,8,15,15,11,12,29000.0
28,180,70,Ivory Coast,75,75,72,65,65,75,68,78,66,56,72,78,78,82,79,74,78,76,74,7,10,9,9,8,49000.0
27,178,73,Netherlands,75,76,73,69,57,75,72,79,78,60,68,78,79,66,85,73,75,45,40,15,12,9,11,9,23000.0
27,181,70,Italy,75,76,70,74,66,75,70,74,72,72,73,77,71,70,72,76,75,65,65,5,13,9,8,11,19000.0
32,188,85,Italy,75,75,33,77,93,68,78,66,49,28,36,74,59,54,62,74,57,21,17,15,6,12,14,9,32000.0
27,182,80,Croatia,75,75,67,76,73,74,70,78,68,71,39,79,82,76,67,75,61,22,16,15,9,12,15,12,1000.0
30,175,73,Finland,75,75,66,62,54,75,66,73,70,63,70,75,75,69,76,70,73,75,69,6,7,6,13,8,8000.0
30,171,71,Brazil,75,75,74,60,50,81,61,74,68,67,78,77,73,69,79,70,80,68,63,15,8,16,14,9,9000.0
29,180,72,North Macedonia,75,75,73,57,64,70,55,69,67,34,68,70,80,80,72,70,76,71,70,6,12,6,9,8,900.0
26,182,82,England,75,77,70,54,73,76,47,66,60,49,70,75,64,67,60,72,66,78,74,11,14,12,7,12,58000.0
26,181,69,Sweden,75,77,67,65,55,79,51,75,71,67,75,79,78,75,88,72,70,62,58,10,6,9,11,7,22000.0
26,180,77,England,75,76,79,64,48,74,56,79,74,64,67,76,75,72,76,73,77,72,67,9,11,7,13,15,44000.0
27,173,61,Argentina,75,75,74,66,67,70,77,81,78,65,74,80,79,72,84,70,80,46,35,14,14,8,8,12,35000.0
32,187,82,Argentina,75,75,73,79,68,78,79,81,79,68,75,82,46,51,66,69,30,59,48,14,15,13,9,7,29000.0
26,191,75,England,75,80,50,30,76,73,27,66,27,25,70,72,62,74,63,71,57,76,73,10,8,14,7,12,44000.0
28,189,75,Greece,75,77,13,13,15,26,18,13,19,19,23,24,40,45,63,66,59,20,11,77,72,68,74,80,700.0
32,178,72,Brazil,75,75,72,52,64,77,44,70,65,55,73,75,69,72,69,74,69,76,77,6,11,14,13,11,58000.0
26,184,84,Turkey,75,78,68,35,72,75,41,65,82,74,70,72,62,65,67,74,67,76,73,16,10,8,14,10,27000.0
27,163,70,Scotland,75,75,76,71,30,65,62,77,80,72,65,75,89,80,89,72,96,53,42,15,14,15,7,10,36000.0
34,191,86,Argentina,75,75,13,12,12,32,19,17,12,17,25,19,32,48,31,74,32,12,18,72,72,75,77,77,16000.0
31,185,78,Argentina,75,75,52,52,74,77,54,61,61,51,70,70,53,33,51,71,51,75,72,7,12,16,15,7,37000.0
28,183,82,Bosnia and Herzegovina,75,75,72,57,66,71,55,74,61,42,62,72,69,79,60,71,55,73,74,15,9,16,7,9,60000.0
31,185,78,Japan,75,75,73,46,60,68,41,58,63,55,65,69,74,76,70,73,67,73,75,13,8,11,10,9,12000.0
28,196,88,France,75,77,53,55,82,72,28,54,38,36,74,68,68,69,34,67,33,74,73,8,14,12,11,8,44000.0
25,169,68,Scotland,75,80,77,67,46,76,66,80,78,72,69,78,83,77,91,75,90,50,39,6,14,13,13,15,9000.0
27,170,70,Portugal,75,76,79,65,73,80,42,70,65,51,76,76,78,73,71,72,79,75,76,11,14,11,15,16,26000.0
28,181,73,France,75,75,68,75,69,70,73,72,65,56,66,75,70,77,68,75,67,65,58,10,11,10,13,11,21000.0
34,181,73,France,75,75,76,69,53,75,78,73,75,76,74,77,64,70,74,75,65,70,69,9,12,16,9,16,22000.0
28,180,70,Sweden,75,75,66,69,40,75,66,82,76,78,71,78,75,76,84,71,77,42,25,14,12,15,10,7,18000.0
27,183,77,Poland,75,76,78,38,69,68,39,63,58,37,64,63,74,79,71,68,67,76,76,16,8,11,10,9,900.0
39,184,74,Argentina,75,75,47,60,50,75,49,49,71,59,75,75,51,57,66,70,59,74,69,10,10,6,7,7,700.0
29,170,64,Saudi Arabia,75,75,66,42,59,71,55,72,68,54,64,71,92,88,88,69,73,70,70,13,15,14,9,8,33000.0
27,178,71,Spain,75,76,69,68,57,78,56,74,73,77,77,78,67,69,79,72,82,65,57,9,10,12,13,7,15000.0
25,191,77,England,75,77,58,35,75,69,31,54,32,26,65,67,54,66,53,69,53,74,72,15,16,14,10,14,46000.0
30,193,88,Egypt,75,75,21,17,77,67,23,53,35,29,72,60,45,50,43,70,43,77,75,14,14,5,10,8,32000.0
27,175,71,Mexico,75,75,72,70,58,75,73,77,72,54,72,78,74,78,82,72,72,55,54,15,15,9,9,7,9000.0
28,174,74,Scotland,75,75,67,71,44,78,49,75,74,65,70,78,81,79,79,72,85,71,71,15,10,8,8,13,48000.0
25,189,80,Spain,75,79,18,18,15,35,19,17,18,13,29,10,54,52,52,66,57,11,11,79,75,73,73,74,15000.0
33,178,76,Portugal,75,75,73,69,60,74,66,75,80,73,66,74,77,76,78,70,72,65,60,14,8,12,12,7,9000.0
28,174,71,Argentina,75,75,67,64,62,68,65,82,76,71,63,80,88,86,90,73,92,41,37,7,6,7,11,8,17000.0
27,188,84,North Macedonia,75,79,11,20,14,23,15,18,17,17,27,19,35,38,44,62,43,19,17,74,76,72,76,76,14000.0
28,183,81,France,75,76,56,45,65,74,52,72,61,32,70,72,59,68,64,75,65,76,70,6,7,11,14,14,23000.0
26,182,73,England,75,78,68,69,54,76,69,77,76,74,77,79,67,63,83,68,74,63,58,14,7,10,7,9,28000.0
28,177,70,Spain,75,75,60,64,58,79,43,74,52,62,77,77,63,61,68,73,66,76,74,11,11,9,8,12,23000.0
28,195,87,Netherlands,75,77,14,16,11,27,14,12,19,12,28,34,28,36,34,73,38,13,20,76,69,75,73,77,20000.0
30,185,80,Germany,75,75,79,76,75,64,73,71,54,52,63,73,70,73,61,77,61,56,59,14,14,13,15,11,25000.0
30,187,86,Germany,75,75,54,76,69,72,78,73,62,44,56,74,74,71,67,77,66,35,28,15,7,6,16,16,25000.0
27,183,80,Germany,75,76,42,58,69,73,45,69,51,46,66,73,74,80,66,71,69,74,74,6,11,9,10,7,23000.0
28,189,84,Denmark,75,76,51,48,72,75,57,66,40,38,72,72,68,75,59,73,67,76,74,14,6,10,11,7,13000.0
27,191,87,Denmark,75,77,41,47,75,74,31,41,44,35,69,69,50,52,49,68,67,74,72,10,9,10,16,10,14000.0
29,189,75,Korea Republic,75,77,11,18,16,28,18,12,19,15,23,18,52,50,31,72,53,18,16,76,71,60,73,81,9000.0
34,181,68,Argentina,75,75,74,51,55,70,61,71,71,62,69,69,80,75,71,72,67,74,74,9,9,9,11,7,1000.0
27,184,85,Gabon,75,75,70,59,68,77,68,77,72,66,73,78,69,73,70,76,73,74,70,12,9,15,8,16,29000.0
27,180,78,France,75,76,58,60,71,76,35,77,55,43,71,78,69,67,73,73,70,76,75,13,16,14,15,14,23000.0
28,170,65,France,75,76,67,42,52,75,37,70,42,47,69,75,77,68,76,72,85,76,74,7,14,15,8,7,18000.0
26,189,80,Poland,75,78,44,36,69,68,38,60,53,52,66,63,55,68,63,75,52,78,72,7,11,8,11,13,23000.0
27,187,74,Chile,75,77,72,50,69,78,54,72,77,76,76,76,63,63,74,72,72,74,72,12,12,11,15,11,40000.0
25,183,73,Finland,75,80,58,56,57,78,46,75,59,47,76,77,74,77,79,75,77,73,72,8,14,12,11,7,44000.0
25,191,88,England,75,78,66,66,58,79,54,80,60,57,76,79,62,68,67,68,65,64,59,11,7,12,15,13,74000.0
26,176,71,England,75,78,52,46,52,72,38,69,45,40,71,72,71,70,69,67,78,75,74,8,15,9,16,11,30000.0
27,171,75,Italy,75,75,77,67,40,77,72,83,78,69,67,82,76,81,79,72,77,38,36,11,10,6,10,5,45000.0
28,181,84,Colombia,75,76,45,36,71,72,35,68,35,42,70,71,68,65,62,73,63,74,72,9,14,11,12,10,22000.0
27,187,81,Portugal,75,78,32,22,74,70,26,66,33,29,65,62,62,60,64,72,57,77,73,7,14,12,15,8,12000.0
26,186,76,Ukraine,75,77,67,58,68,69,74,70,72,72,65,72,78,80,73,71,64,72,70,11,11,9,13,10,21000.0
26,179,70,Colombia,75,77,66,56,65,75,56,71,66,65,74,74,70,72,74,71,76,73,75,16,14,11,7,9,30000.0
37,184,88,Uruguay,75,75,15,17,15,26,17,17,15,14,24,21,40,43,38,75,42,14,14,76,72,68,74,77,7000.0
30,165,68,Colombia,75,75,67,72,49,70,63,75,45,31,63,75,92,91,93,72,93,61,57,13,6,7,10,6,9000.0
31,184,78,Colombia,75,75,72,30,72,74,31,68,30,32,68,70,61,66,59,74,62,80,79,14,13,6,9,11,21000.0
32,180,72,Colombia,75,75,73,56,67,75,35,66,65,68,71,72,70,75,68,68,64,77,73,14,7,12,10,13,3000.0
29,180,72,Colombia,75,75,65,49,70,72,50,65,57,40,69,69,73,76,72,72,66,72,73,10,15,15,14,10,40000.0
32,185,78,Spain,75,75,42,44,70,66,36,51,30,26,67,67,55,77,57,68,51,76,73,13,13,7,7,10,23000.0
36,184,82,Argentina,75,75,57,48,78,73,52,58,70,68,65,62,54,56,56,73,52,74,72,13,14,7,15,7,9000.0
31,177,75,Argentina,75,75,55,75,76,70,72,72,69,60,68,76,75,77,72,74,70,25,25,10,14,12,8,11,36000.0
35,169,72,Chile,75,75,66,71,35,68,49,77,58,50,64,76,91,82,90,71,80,44,36,9,10,9,8,11,11000.0
34,181,74,Argentina,75,75,41,45,77,65,31,57,31,35,51,63,67,65,59,73,61,76,74,11,8,10,15,13,17000.0
27,184,79,Argentina,75,77,35,31,68,75,27,47,33,28,54,66,67,75,53,69,55,77,76,13,13,13,8,15,14000.0
26,169,67,Argentina,75,75,66,75,72,71,68,80,59,49,65,76,86,83,89,67,91,32,33,12,12,8,9,15,16000.0
31,192,93,Argentina,75,75,36,47,86,66,37,32,61,62,64,51,35,35,31,63,33,76,70,11,8,7,14,9,14000.0
29,187,67,Argentina,75,76,17,17,20,29,18,20,12,21,18,20,61,55,53,71,57,15,17,75,73,73,75,77,12000.0
26,175,70,Denmark,75,76,70,71,42,72,64,75,72,71,65,75,89,86,89,69,75,38,26,12,10,8,8,13,50000.0
25,185,81,Denmark,75,78,85,72,52,73,73,73,87,88,70,73,76,79,76,73,74,69,65,15,16,15,13,11,29000.0
29,193,87,Serbia,75,75,45,22,78,59,28,49,29,23,59,61,55,61,48,73,58,76,78,12,9,5,11,15,16000.0
26,189,90,Serbia,75,76,29,76,80,70,73,66,42,52,46,76,55,69,67,76,63,24,13,15,12,6,7,13,53000.0
24,179,69,Ivory Coast,75,78,72,75,68,74,67,73,68,65,62,74,85,87,82,70,78,70,66,16,13,8,12,9,25000.0
28,183,79,Switzerland,75,75,73,57,67,71,48,73,65,56,71,73,77,79,75,72,67,72,69,10,8,7,5,14,22000.0
25,180,71,Netherlands,75,78,75,42,73,71,36,67,54,34,65,69,75,77,69,68,72,76,76,9,15,11,6,10,42000.0
29,170,72,Brazil,75,75,70,54,60,70,53,74,62,49,68,74,77,69,84,74,86,76,75,10,11,15,10,12,22000.0
25,179,67,Netherlands,75,77,75,58,69,72,67,79,74,65,75,80,79,75,83,72,78,72,69,10,13,11,14,15,36000.0
28,167,61,Spain,75,75,72,65,57,73,49,71,61,50,71,70,93,92,88,74,93,22,29,11,8,10,10,14,20000.0
26,184,79,Portugal,75,76,34,76,82,64,78,77,67,41,51,76,62,51,72,76,74,30,23,9,8,14,12,7,28000.0
27,176,72,Brazil,75,75,70,37,52,73,29,80,66,73,65,78,81,77,77,73,76,72,78,8,12,6,14,14,12000.0
28,181,80,Argentina,75,75,73,70,59,73,66,81,75,73,69,80,76,80,82,69,67,37,32,9,9,16,12,11,47000.0
27,188,77,Netherlands,75,77,64,30,76,69,55,60,31,56,77,64,48,64,34,70,60,76,76,15,10,13,8,11,20000.0
27,182,80,Turkey,75,76,71,68,68,77,66,75,72,72,74,75,69,58,76,76,72,71,61,12,11,6,8,11,38000.0
25,181,81,Argentina,75,78,40,75,76,68,72,74,69,60,55,75,77,76,75,76,73,29,26,12,15,9,14,11,30000.0
25,168,69,Nigeria,75,76,70,70,58,67,72,80,47,55,62,74,91,92,90,68,92,30,32,7,13,12,13,9,23000.0
28,169,62,Venezuela,75,75,66,72,58,73,65,78,85,84,70,77,88,81,92,72,91,44,47,14,9,14,11,14,54000.0
33,178,70,Mozambique,75,75,58,22,74,64,30,58,65,69,59,65,68,73,65,76,70,75,74,13,13,14,15,13,10000.0
31,178,68,Uruguay,75,75,72,66,65,74,52,76,70,67,69,73,87,88,84,73,83,68,65,12,15,14,13,11,2000.0
24,180,75,Chile,75,82,64,48,72,69,50,67,54,28,66,68,70,75,71,68,60,75,74,7,10,10,9,9,33000.0
26,174,64,Norway,75,77,74,54,42,69,33,73,63,55,66,74,86,82,87,72,87,71,69,8,10,15,12,6,36000.0
29,187,79,Argentina,75,75,47,61,68,76,53,74,45,59,76,76,62,64,58,75,59,80,76,7,7,7,9,9,14000.0
25,172,69,Brazil,75,76,67,77,70,69,68,79,54,42,61,76,80,80,80,73,78,50,45,9,13,12,9,7,30000.0
26,172,75,France,75,76,70,65,47,72,74,80,74,58,60,76,94,94,92,70,86,37,39,10,13,8,6,13,38000.0
27,180,89,Colombia,75,76,66,73,67,70,64,79,68,27,61,76,82,84,78,73,73,25,23,14,16,15,7,13,44000.0
33,175,68,Paraguay,75,75,65,73,53,75,58,75,66,68,70,74,79,82,81,71,81,39,34,10,13,12,14,7,1000.0
31,177,74,Ecuador,75,75,67,75,74,68,62,72,73,67,60,72,89,88,84,73,72,40,38,9,12,16,9,8,45000.0
30,185,73,Spain,75,75,30,11,16,57,18,13,25,13,55,32,58,58,60,72,59,12,22,73,77,74,71,75,22000.0
25,183,75,England,75,78,67,74,31,68,54,83,68,60,59,78,89,84,84,66,76,45,31,6,11,11,13,10,66000.0
24,173,70,Wales,75,81,76,75,46,74,71,73,86,85,68,75,79,75,79,75,84,45,40,7,13,9,15,7,42000.0
24,180,70,France,75,77,77,73,59,72,69,78,67,55,63,76,78,76,71,70,68,45,39,10,15,7,14,15,16000.0
27,186,71,Ivory Coast,75,78,50,60,64,76,47,69,52,44,73,73,70,65,66,69,57,76,72,13,7,7,14,8,38000.0
30,189,80,Ukraine,75,75,50,63,46,75,69,70,66,49,73,72,68,65,57,75,48,75,67,8,14,16,13,12,900.0
25,186,72,Spain,75,80,47,79,75,74,70,78,40,34,66,79,65,73,71,72,51,21,22,12,13,8,9,12,29000.0
29,184,76,Montenegro,75,75,52,59,61,77,48,72,58,57,75,75,55,53,55,78,60,79,76,12,13,12,15,15,26000.0
27,174,79,Argentina,75,75,74,53,63,69,51,74,62,54,65,73,80,82,70,71,69,73,73,13,15,10,15,8,13000.0
25,179,79,Argentina,75,79,64,75,71,81,71,73,52,40,72,75,84,79,83,74,71,23,16,11,14,14,14,10,9000.0
24,182,79,Netherlands,75,78,70,51,69,77,45,66,71,72,75,76,54,64,66,72,63,75,71,15,7,15,9,15,36000.0
28,180,75,France,75,76,63,19,68,71,25,63,37,28,59,70,72,71,66,75,67,77,74,8,13,11,12,10,26000.0
23,172,70,Spain,75,82,73,53,67,72,21,72,71,34,63,74,87,83,76,63,80,75,73,10,7,14,12,15,20000.0
27,188,83,Iceland,75,77,45,48,72,65,30,47,48,46,60,65,63,62,58,74,58,76,77,13,9,10,9,9,1000.0
27,182,80,Montenegro,75,76,40,79,64,60,79,69,61,49,52,68,75,83,77,77,73,19,18,11,8,10,13,7,12000.0
29,174,66,China PR,75,75,67,71,71,71,70,76,65,65,65,75,84,83,76,74,77,38,31,10,15,13,12,7,20000.0
27,161,59,Argentina,75,76,61,64,53,74,67,83,72,62,71,80,87,73,88,72,91,47,33,13,9,6,12,10,9000.0
27,180,76,Dominican Republic,75,75,50,75,79,66,69,71,75,75,51,70,75,76,79,72,70,40,34,12,14,6,8,15,115000.0
28,180,70,Korea Republic,75,75,68,52,55,80,61,77,68,54,72,78,73,65,83,75,82,58,53,14,7,15,6,8,24000.0
26,176,72,Kosovo,75,76,74,69,50,70,63,83,79,68,57,77,82,81,84,70,78,33,24,10,8,10,7,14,24000.0
28,185,86,United States,75,77,38,39,82,67,36,60,36,34,64,65,80,80,72,69,61,75,72,10,12,13,6,12,9000.0
26,181,75,Slovakia,75,78,64,74,52,76,71,80,77,77,69,81,73,59,76,73,75,62,44,15,12,14,16,10,26000.0
25,166,60,Paraguay,75,79,59,45,55,77,33,67,55,40,73,73,70,68,90,76,90,78,75,9,12,11,13,7,7000.0
26,188,83,Argentina,75,78,21,18,21,40,17,22,27,17,37,27,59,55,61,71,55,23,21,79,69,76,71,79,11000.0
27,178,71,Zimbabwe,75,77,46,36,55,74,41,70,45,37,71,69,75,66,76,70,78,78,74,9,15,10,15,8,49000.0
27,165,62,Argentina,75,75,70,65,48,70,55,77,78,76,57,79,89,88,91,72,92,48,39,12,8,9,11,10,22000.0
24,187,78,Turkey,75,81,56,75,73,74,74,77,68,63,47,76,69,67,73,73,71,33,24,8,14,8,13,13,24000.0
24,185,73,France,75,80,77,64,62,73,59,74,73,76,69,72,72,78,78,73,70,73,70,9,11,14,11,16,19000.0
24,189,82,Austria,75,79,35,23,77,69,28,34,26,24,58,50,70,71,46,69,59,81,77,6,8,7,6,8,24000.0
27,194,86,Kosovo,75,76,35,77,79,70,70,69,58,30,42,74,44,66,49,75,36,25,22,8,9,14,9,10,51000.0
24,193,88,Germany,75,80,15,18,13,29,13,18,20,20,18,20,49,46,34,70,58,14,13,75,65,71,76,85,34000.0
28,186,79,Greece,75,75,65,68,67,77,69,71,70,69,78,74,55,59,66,72,66,72,66,9,11,16,11,15,1000.0
23,167,58,France,75,79,75,66,62,80,65,75,75,73,75,75,73,69,90,75,93,66,59,7,14,13,11,6,25000.0
26,167,63,Argentina,75,76,71,65,45,81,63,83,77,69,69,75,89,78,92,73,86,72,66,10,8,11,13,10,15000.0
25,175,74,Guinea,75,78,70,73,49,70,67,78,71,68,55,75,86,85,79,72,75,35,30,13,12,11,13,10,43000.0
23,196,94,Norway,75,83,55,57,74,73,41,72,58,42,64,74,67,78,48,66,34,76,75,9,9,14,7,10,33000.0
24,175,71,England,75,80,70,61,50,79,57,77,71,65,79,78,71,65,75,73,83,72,68,6,15,12,15,13,28000.0
26,188,81,Germany,75,76,72,71,69,74,64,77,69,70,58,75,77,89,68,74,65,67,67,12,15,7,16,8,44000.0
27,177,68,Algeria,75,77,62,41,55,77,47,73,56,64,76,73,64,57,61,71,71,75,73,8,14,16,14,15,17000.0
27,174,74,Argentina,75,75,66,75,70,72,73,76,67,60,62,74,78,73,77,75,76,52,47,12,15,12,11,12,17000.0
25,179,80,Argentina,75,80,50,62,73,73,47,65,33,35,74,76,55,63,57,75,50,76,69,7,12,15,15,6,12000.0
28,186,77,Serbia,75,75,57,58,51,81,61,74,62,45,77,79,59,62,60,75,65,75,70,11,13,12,9,7,26000.0
25,175,76,Wales,75,78,73,48,53,71,35,67,45,47,58,67,79,80,71,68,70,72,68,6,12,8,12,13,28000.0
24,184,79,Spain,75,79,41,44,74,71,36,57,29,31,72,69,66,70,68,77,66,75,74,10,13,15,13,6,82000.0
26,186,79,Senegal,75,78,49,78,81,66,72,71,55,37,43,74,71,73,67,75,68,17,17,13,14,14,15,12,24000.0
26,175,70,Portugal,75,76,68,68,40,74,59,79,77,74,64,76,78,74,89,78,80,48,49,10,14,13,8,15,12000.0
25,176,67,Turkey,75,78,70,67,55,78,60,78,77,77,75,78,75,79,75,75,80,61,53,13,14,15,15,10,40000.0
24,183,75,Italy,75,81,68,59,65,78,60,76,66,57,76,77,54,59,67,74,73,75,69,13,14,9,14,16,51000.0
27,188,77,Brazil,75,78,53,63,66,75,59,73,63,78,76,76,66,64,64,73,53,76,70,9,13,13,11,7,27000.0
25,184,82,Netherlands,75,77,68,72,61,68,67,74,65,34,57,73,93,93,81,73,81,21,20,12,15,12,15,14,43000.0
26,174,69,Morocco,75,80,65,62,70,76,51,70,64,42,71,71,76,73,81,74,82,75,70,12,8,7,14,8,11000.0
31,177,74,Brazil,75,75,72,77,58,74,70,74,65,74,67,76,76,82,78,72,73,18,20,8,8,12,14,11,9000.0
23,177,70,England,75,82,66,71,43,76,62,77,73,66,68,80,74,71,77,74,74,45,31,10,8,14,15,16,28000.0
23,177,71,England,75,81,69,58,50,75,44,78,64,36,68,76,79,83,79,75,71,77,72,15,9,7,10,13,49000.0
26,176,73,Mexico,75,76,77,69,64,73,49,76,73,47,66,74,83,82,76,67,71,69,69,9,7,8,12,11,38000.0
26,180,71,Egypt,75,76,75,72,42,76,63,80,63,63,68,78,78,77,78,66,70,43,27,8,10,15,10,7,53000.0
24,181,75,Germany,75,81,70,61,65,75,50,77,64,48,73,79,67,60,73,77,69,70,69,15,10,13,15,8,22000.0
26,171,68,Paraguay,75,77,67,67,30,76,54,77,78,70,73,76,85,80,85,69,81,53,55,12,14,7,7,11,24000.0
35,187,87,Argentina,75,75,17,11,15,24,11,13,13,15,21,16,39,47,37,73,35,21,22,75,73,65,79,74,7000.0
25,177,77,Korea Republic,75,78,69,78,61,74,75,79,61,44,65,76,91,79,91,75,71,23,24,11,7,10,11,15,58000.0
29,186,79,Brazil,75,75,65,58,77,77,51,64,63,43,68,73,58,52,64,74,54,77,76,11,7,9,6,12,23000.0
27,184,79,Netherlands,75,76,35,72,72,72,63,67,54,39,66,73,75,75,69,75,63,37,37,13,7,11,15,16,45000.0
26,174,67,Japan,75,76,66,75,50,71,70,81,73,69,63,78,83,75,89,71,86,30,26,9,12,8,15,14,84000.0
26,188,90,Canada,75,76,55,75,75,69,61,73,60,22,40,72,70,71,63,73,48,18,20,12,9,8,12,7,41000.0
26,173,75,United States,75,78,64,65,64,76,49,74,72,45,73,74,71,71,77,73,85,71,71,13,7,12,16,11,8000.0
28,182,76,Angola,75,75,37,77,77,65,72,71,64,39,46,72,74,82,69,72,66,17,20,7,15,14,8,14,19000.0
29,178,80,Argentina,75,75,69,83,70,67,57,75,51,42,58,70,85,88,74,65,60,21,21,9,8,8,15,7,24000.0
29,192,86,Ivory Coast,75,76,28,37,76,65,52,65,52,51,69,70,62,75,54,70,40,77,74,11,8,8,12,10,17000.0
24,193,90,Netherlands,75,81,12,13,21,44,12,25,21,21,39,32,50,52,62,67,49,20,19,75,73,77,74,77,10000.0
23,184,75,France,75,82,65,70,58,78,63,83,61,53,72,79,77,75,78,76,66,61,49,10,15,11,16,8,43000.0
24,179,72,Russia,75,82,42,54,68,75,46,63,41,49,72,70,69,67,65,75,69,76,73,10,9,11,15,6,33000.0
23,191,74,Cameroon,75,80,23,27,76,70,27,40,30,29,60,61,49,56,39,72,36,77,73,12,14,12,15,9,23000.0
26,175,79,Mexico,75,78,63,73,79,79,48,75,63,67,74,76,76,75,81,74,81,65,67,14,8,15,10,8,18000.0
23,182,78,Trinidad and Tobago,75,80,70,70,35,70,62,83,75,70,65,81,86,85,79,60,80,30,28,10,10,10,9,10,1000.0
24,183,78,Portugal,75,80,75,63,57,70,60,79,70,63,61,77,77,75,76,72,73,68,63,5,6,14,7,13,11000.0
24,189,84,Germany,75,78,42,42,74,70,38,63,37,39,67,67,55,75,62,67,57,78,74,11,12,12,13,13,20000.0
26,186,83,Croatia,75,76,76,61,68,77,72,86,82,72,67,84,74,78,77,68,58,42,34,11,5,10,9,12,63000.0
27,186,84,Spain,75,77,63,40,75,64,33,54,58,67,69,66,54,55,50,66,68,78,76,8,6,6,15,6,25000.0
24,183,73,Belgium,75,80,66,68,67,78,62,72,74,68,76,76,65,67,69,72,71,71,64,7,12,6,8,10,14000.0
26,193,70,Argentina,75,78,48,52,81,70,46,64,43,60,64,66,47,55,51,71,55,72,71,11,11,10,7,12,1000.0
